"SITECODE","DESIGNATIONCODE","DESIGNATEDSITENAME","OVERLAPCODE","OVERLAPPERC"
"FR4301308","FR15","Haut-Jura","-",100
"FR4301309","FR12","SITE DE CHAPELLE-DES-BOIS","*",64
"FR4301313","FR12","","",1
"FR4301315","FR15","","",100
"FR4301322","FR05","","",31
"FR4301322","FR13","VIGNOBLE DU CHATEAU-CHALON","*",2
"FR4301323","FR12","ENSEMBLE URBAIN DE DOLE","*",1
"FR4301327","FR05","","",2
"FR4301327","FR15","","",100
"FR4301328","FR05","","",38
"FR4301328","FR05","Forêt du Paradis","*",35
"FR4301330","FR05","","",6
"FR4301330","FR05","Falaises dominant la ferme de la Vasière du S.O. du Lac de Bonlie","*",78
"FR4301330","FR13","","",66
"FR4301330","FR15","","",90
"FR4301330","FR23","Forêt domaniale de Bonlieu","*",8
"FR4301331","FR05","FALAISES DU MONT FIER","*",0
"FR4301331","FR05","FALAISES DU PLAN D ACIER","+",0
"FR4301331","FR05","GORGES DU FLUMEN (de la roche percée au saut du chien)","+",0
"FR4301331","FR13","GORGES DU FLUMEN","+",3
"FR4301332","FR15","","",50
"FR4301338","FR12","VILLAGE DE CHARIEZ","*",6
"FR4301338","FR13","","",6
"FR7300902","FR12","","",77
"FR7300902","FR13","","",3
"FR7300902","FR15","","",100
"FR7300904","FR00","","",100
"FR7300907","FR00","","",100
"FR7300909","FR15","","",100
"FR7300912","FR15","","",100
"FR7300913","FR12","Château du Diable (site des ruines du château)","",0
"FR7300913","FR32","","",5
"FR7300913","FR32","Gravières d'Espagnac Ste-Eulalie","",0
"FR7300919","FR15","","",58
"FR7300920","FR23","","",34
"FR7300920","FR24","","",25
"FR7300921","FR24","","",5
"FR7300922","FR01","Pyrénées [cœur]","/",10
"FR7300922","FR16","Pyrénées [aire d'adhésion]","*",50
"FR7300923","FR16","","",100
"FR7300924","FR24","","",12
"FR7300925","FR01","","",100
"FR7300925","FR13","","",100
"FR7300926","FR01","","",30
"FR7300927","FR24","","",1
"FR7300928","FR01","","",55
"FR7300928","FR16","","",45
"FR7300929","FR01","","",9
"FR7300929","FR16","","",53
"FR7300929","FR16","Pyrénées [aire d'adhésion]","-",92
"FR7300929","FR24","","",37
"FR7300930","FR13","","",90
"FR7300932","FR05","","",0
"FR7300932","FR13","","",17
"FR7300932","FR16","","",17
"FR7300933","FR24","Forêt communale d'ASQUE","",100
"FR7300934","FR16","","",100
"FR7300934","FR20","","",25
"FR7300934","FR20","Réserve de Chasse du Moudang","",25
"FR7300935","FR13","","",100
"FR7300940","FR04","","",98
"FR7300942","FR15","Haut Languedoc","",100
"FR7300944","FR08","","",1
"FR7300948","FR15","","",100
"FR7300949","FR15","","",100
"FR7300949","FR24","","",1
"FR7300952","FR05","Gorges de Laveyron , causses proches et vallée de la Vere","/",1
"FR7301822","FR05","Bras mort de Cordes-Tolosannes","+",1
"FR7301822","FR05","Bras mort de Grisolles","+",0
"FR7301822","FR05","Confluent du Volp","+",0
"FR7301822","FR05","Cours de la Garonne, de l'Aveyron, du Viaur et du Tarn","*",6
"FR7301822","FR05","Cours inférieur de la Garonne","+",3
"FR7301822","FR05","Ile de Merles Montardou","+",0
"FR7301822","FR05","Tronçon du cours de l'Ariège","*",1
"FR7312001","FR23","","",98
"FI1104202","FI00","","",100
"FI1104402","FI03","","",80
"FI1104601","FI00","","",100
"FI1104605","FI00","","",47
"FI1104605","FI16","","",53
"FI1105001","FI00","","",100
"FI1105200","FI16","","",4
"FI1105201","FI16","","",3
"FI1105401","FI00","","",100
"FI1105407","FI02","","",100
"FI1105409","FI00","","",100
"FI1105413","FI12","","",96
"FI1106000","FI00","","",25
"FI1106003","FI00","","",100
"FI1106200","FI00","","",100
"FI1106400","FI00","","",100
"FI1106603","FI00","","",100
"FI1106604","FI00","","",100
"FI1200002","FI00","","",100
"FI1200051","FI00","","",35
"FI1200055","FI03","","",39
"FI1200056","FI00","","",7
"FI1200059","FI13","","",60
"FI1200202","FI00","","",100
"FI1200205","FI00","","",100
"FI1200208","FI00","","",30
"FI1200208","FI03","","",70
"FI1200210","FI00","","",100
"FI1200215","FI03","","",42
"FI1200216","FI00","","",100
"FI1200220","FI03","","",90
"FI1200224","FI00","","",100
"FI1200251","FI00","","",0
"FI1200252","FI00","","",1
"FI1200257","FI00","","",98
"FI1200261","FI00","","",100
"FI1200300","FI16","","",33
"FI1200302","FI00","","",75
"FI1200405","FI00","","",100
"FI1200406","FI00","","",97
"FI1200454","FI00","","",30
"FI1200459","FI00","","",100
"FI1200463","FI00","","",9
"FI1200467","FI00","","",100
"FI1200511","FI00","","",100
"FI1200600","FI00","","",80
"FI1200602","FI00","","",100
"FI1200604","FI00","","",100
"FI1200607","FI03","","",100
"FI1200608","FI00","","",100
"FI1200609","FI00","","",48
"FI1200622","FI03","","",100
"FR7401103","FR04","FORETS DE FRETIGNE ET DE VALETTE","+",3
"FR7401103","FR12","","",10
"FR7401103","FR14","PORT DIEU","/",0
"FR7401103","IN05","","",
"FR7401105","FR05","Etang des Oussines","+",1
"FR7401105","FR12","","",7
"FR7401105","FR35","","",3
"FR7401110","FR00","","",100
"FR7401120","FR00","","",100
"FR7401121","FR00","","",100
"FR7401123","FR00","","",1.5
"FR7401129","FR24","","",5
"FR7401131","FR24","","",10
"FR7401133","FR00","","",100
"FR7401135","FR03","","",35
"FR7401135","FR05","","",35
"FR7401137","FR05","Landes de la Flotte et du Cluzeau","+",28
"FR7401138","FR20","","",15
"FR7401138","FR32","PARC NATUREL REGIONAL PERIGORD LIMOUSIN","+",100
"FR7401145","FR00","","",95
"FR7401145","FR14","","",14
"FR7401145","FR14","LAC DE LA VASSIVIERE","+",14
"FR7401148","FR00","","",70
"FR7401149","FR05","","",15
"FR7401149","FR24","Biens sectionnaux forêt d'Epagne","+",100
"FR7412001","FR13","","",1
"FR7412001","FR24","","",15
"FR7412001","FR31","","",1
"FR7412003","FR05","","",1
"FR7412003","FR14","","",1
"FR7412003","FR24","","",3
"FR8201635","FR12","Marais des Echets (site inscrit)","*",0
"FR8201635","FR32","","",0
"FR8201640","FR05","Protection des oiseaux rupestres","*",0
"FR8201640","FR13","","",8
"FR8201640","FR13","CASCADE DE CHARMINE-SUR-L'OIGNIN ET DESCENTE DE MATAFELON","*",0
"FR8201640","FR13","MONT MYON ET SES ABORDS","*",7
"FR8201640","IN01","GROTTE DE HAUTECOURT","+",0
"FR8201641","FR13","","",0
"FR8201642","FR00","","",100
"FR8201643","FR03","","",65
"FR8201643","FR05","Marais de Fenières","+",0
"FR8201643","FR12","","",0
"FR8201643","FR13","Site classé Défilé de Fort l'Ecluse","*",3
"FR8201648","","APPB Protection des Oiseaux rupestres","*",51
"FR8201648","FR00","","",51
"FR8201650","FR05","L'Etournel","*",71
"FR8201653","FR05","Brotteaux de Chazey sur Ain","+",3
"FR8201654","FR13","Site classé PONT D'ARC ET SES ABORDS","+",15
"FR8201660","FR12","","",4
"FR8201661","FR15","Monts d'Ardèche","*",78
"FR8201662","FR13","","",0
"FR8201663","FR00","","",100
"FR8201669","FR12","","",0.24
"FR8201669","FR12","Grottes de la Jobernie","+",0
"FR8201670","FR23","","",60
"FR8201675","FR24","","",9
"FR8201677","FR05","","",1
"FR8201677","FR17","","",4
"FR8201678","FR03","","",83
"FR8201680","FR23","","",10
"FR8201682","FR15","Vercors","-",100
"FR8201683","FR00","","",100
"FR8201684","FR32","","",25
"FR8201686","FR13","","",100
"FR8201688","FR24","","",23
"FR8201696","FR15","Vercors","-",100
"FR8201698","FR12","COL DU BONHOMME ET SES ABORDS (9,83%)","*",10
"FR8201699","FR03","Vallon de Bérard","+",6
"FR8201699","FR13","","",5
"FR8201700","FR03","Passy","+",14
"FR8201700","FR13","","",29
"FR8201700","FR13","CIRQUE DU FER A CHEVAL ET FOND DE LA COMBE","*",22
"FR8201700","IN01","","",88
"FR8201702","FR05","Plateau des Follières","+",18
"FR8201702","FR05","Tourbière de Beauregard","+",2
"FR8201704","FR06","Montagne des Frêtes","*",4
"FR8201704","FR07","","",4
"FR8201705","FR12","","",3
"FR8201705","FR99","","",43
"FR8201708","FR05","","",97.7
"FR8201710","FR24","","",32
"FR8201719","IN01","DELTA DE LA DRANSE","=",100
"FR8201720","FR03","Bout du Lac d'Annecy","+",34
"FR4312016","FR12","","",
"FR4312016","FR13","SITE CLASSE DE BAUME LES MESSIEURS","*",
"FR4312017","FR12","","",
"FR4312018","FR05","Pelouses sèches de Champlitte","+",
"FR4312023","FR05","","",38
"FR4312025","FR13","","",55
"FR4312027","","Rocher de la Baume de Châtelneuf","*",33
"FR4312027","FR13","sept lacs du plateau du Franois","*",61
"FR4312027","FR15","Haut-Jura","*",90
"FR4312029","","Bief février","*",18
"FR4312029","FR00","","",1
"FR5200621","FR05","","",0.1
"FR5200621","FR13","site classé de l'estuaire de la Loire","+",30
"FR5200621","FR18","","",10
"FR5200621","FR18","réserve de l'île de la Pierre Rouge","+",
"FR5200621","FR19","réserve de Pellerin-Cordemais","+",
"FR5200621","FR99","réserve du Migron","+",
"FR5200621","IN00","","",0
"FR5200622","FR05","Grèves du Bois vert","+",0
"FR5200622","FR13","Le domaine du Pin","*",30
"FR5200622","FR13","Rocher et eglise de Behuard","+",
"FR5200623","FR15","","",80
"FR5200624","FR13","site classé de la vallée de l'Erdre","*",18
"FR5200624","FR20","","",3
"FR5200624","FR35","","",4
"FR5200625","FR03","","",40
"FR5200625","IN00","Lac de Grand Lieu","=",100
"FR5200626","FR14","","",1
"FR5200626","FR15","Brière","*",40
"FR5200626","IN00","","",80
"FR5200627","FR14","","",1
"FR5200629","FR12","Coteau et rive de la Loire entre Saumur et Montsoreau","*",12
"FR5200629","FR13","","",10
"FR5200629","FR21","","",2
"FR5200629","IN00","","",
"FR5200629","IN00","Basses vallées angevines","/",0
"FR5200629","IN05","","",100
"FR5200630","FR12","Domaine du Château de Sautret","*",0
"FR5200630","FR12","Rive et confluence de la Maine et de la Loire","*",4
"FR5200630","FR13","","",4
"FR5200630","FR13","Site de la confluence Maine et Loire et des coteaux angevins","*",4
"FR5200630","IN00","","",67
"FR5200630","IN00","Basses Vallées Angevines, marais de Basse-Maine et de Saint-Aubin","+",67
"FR5200630","IN05","","",3.8
"FR5200640","FR05","","",1
"FR5200645","FR11","parcelles en forêt de Perseigne","*",45
"FR5200645","FR15","Normandie Maine","*",80
"FR5200646","FR15","Normandie Maine","-",100
"FR5200649","FR04","","",1
"FR5200649","FR04","site urbain de bazouges","",
"FR5200649","FR12","","",1
"FR5200649","FR12","site archeologique du cherré","",
"FR5200652","FR00","","",100
"FR5200653","FR03","Marais de Müllembourg","",0
"FR5200653","FR23","Forêt de Monts","+",4
"FR5200655","FR14","","",5
"FR5200655","FR14","Dunes du Jaunay","+",0
"FR5200656","FR13","","",40
"FR5200656","FR20","Réserve de chasse de Champclou","",5
"FR5200657","FR12","Marais de Veillon, Guittière et Vinière","",
"FR5200657","FR13","","",20
"FR5200659","FR05","","",0
"FR5200659","FR18","","",2
"FR5202001","FR00","","",50
"FR5202003","FR00","","",100
"FR5202006","FR15","Normandie Maine","*",70
"FR5202007","FR13","etang du gué de selle","*",3
"FR5202009","FR13","","",100
"FR5210008","FR13","","",0
"FR5210008","IN00","Lac de Grand Lieu","*",95
"FR5210090","FR13","Les marais salants de Guérande","",
"FR5210103","FR14","","",1
"FR5210103","FR19","","",5
"FR5210103","FR20","","",2
"FI1301603","FI03","","",85
"FI1301604","FI00","","",15
"FI1301604","FI03","","",85
"FI1301605","FI00","","",50
"FI1301701","FI02","","",79
"FI1301705","FI03","","",90
"FI1301706","FI00","","",26
"FI1301712","FI03","","",54
"FI1301713","FI00","","",100
"FI1301716","FI00","","",100
"FI1301802","FI00","","",100
"FI1301805","FI00","","",100
"FI1301806","FI00","","",100
"FI1301810","FI03","","",90
"FI1301901","FI00","","",100
"FI1301911","FI00","","",100
"FI1302002","FI11","","",84
"FI1302003","FI14","","",0
"FI1302011","FI00","","",100
"FI1302103","FI00","","",100
"FI1400004","FI03","","",100
"FI1400009","FI03","","",100
"FI1400011","FI03","","",100
"FI1400016","FI03","","",100
"FI1400025","FI16","","",100
"FI1400026","FI16","","",10
"FI1400028","FI03","","",100
"FI1400032","FI00","","",100
"FI1400038","FI00","","",100
"FI1400040","FI00","","",100
"FI1400047","FI00","","",100
"FI1400049","FI16","","",100
"FI1400051","FI00","","",100
"FI1400053","FI03","","",100
"FI1400055","FI00","","",100
"FI1400056","FI00","","",100
"FI1400063","FI00","","",100
"FI1400069","FI00","","",100
"FI1400070","FI00","","",100
"FI1400073","FI00","","",0
"FI1400077","FI00","","",100
"FI1400083","FI00","","",100
"FI1400088","FI00","","",100
"FI1400089","FI00","","",100
"FR1100795","FR35","","",
"FR1100796","FR07","","",4
"FR1100797","FR05","","",0.5
"FR8201720","FR05","","",37
"FR8201720","FR05","Marais de Giez","*",26
"FR8201720","FR05","Marais de l'Enfer","+",8
"FR8201720","FR05","Roselières de Saint-Jorioz","+",3
"FR8201720","FR12","","",9
"FR8201720","FR13","","",16
"FR8201720","FR15","","",67
"FR8201722","FR05","","",80
"FR8201722","FR05","Grand marais d'Orcier","*",7
"FR8201722","FR05","MARAIS DE LA DAME ET DE GRANGE VIGNY","*",8
"FR8201722","FR05","Marais et zones humides de Perrignier","*",29
"FR8201723","FR05","Marais et zones humides du plateau de Laprau","+",8
"FR8201723","FR05","Zones humides du pays de Gavot","+",80
"FR4301340","FR05","Pelouses sèches de Champlitte","*",40
"FR4301344","FR05","","",1
"FR4301346","FR07","Grand Ronçey","*",97
"FR4301346","FR12","Village de Chateau-Lambert au Haut du Them","*",48
"FR4301347","FR05","","",78
"FR4301350","FR13","","",5
"FR4301350","FR15","","",7
"FR4301351","FR05","","",3
"FR4301351","FR13","","",0
"FR4301351","FR24","","",80
"FR4310027","FR03","","",23.66
"FR4310027","FR05","Le Lhaut","*",17
"FR4312003","FR05","Massifs de Massacre, de Risoux, de la haute Joux et la Combe Noir","*",47
"FR4312003","FR24","","",47
"FR4312005","FR24","","",35
"FR4312006","FR12","","",
"FR4312007","FR12","","",
"FR4312008","FR13","","",0.14
"FR4312009","FR03","Ravin de Valbois","+",1
"FR4312009","FR12","CHATEAU MIRABEAU A NANS-SOUS-SAINTE-ANNE","+",0
"FR4312012","FR05","ROCHER DE TIAVY","*",0
"FR4312012","FR12","TERRAIN DE CONTREBAS DU CHEMIN N°69 A SAINT CLAUDE","*",0
"FR4312012","FR15","Haut Jura","-",100
"FR4312014","FR05","GROTTE MINE DES EQUEVILLONS","",
"FR4312015","FR12","ERMITAGE DE SAINT VALBERT","-",
"FR4312015","FR24","","",
"FR7300860","FR15","Grands Causses","-",100
"FR7300860","FR24","","",8
"FR7300868","FR00","","",100
"FR7300871","FR08","","",1
"FR7300871","FR24","","",13
"FR7300874","FR15","","",2
"FR7300875","FR00","","",100
"FR7300881","FR06","","",4
"FR7300881","FR12","","",47
"FR7300881","FR12","Site Inscrit de la Vallée du Lys","",47
"FR7300883","FR06","RBD de Burat Palarquère","",5
"FR7300883","FR07","","",5
"FR7300883","FR23","","",12
"FR7300884","FR08","RBF de la Montagne de Rié","",1
"FR7300884","FR23","","",15
"FR7300885","FR12","","",1
"FR7300885","FR12","Site inscrit du lac de Saint Pé d'Ardet","",1
"FR7300885","FR23","","",22
"FR7300885","FR24","Forêt communale de Cier de Rivière","",
"FR7300885","FR24","Forêt communale de Luscan","",
"FR7300885","FR24","Forêt communale d'Izaut de l'Hotel","",
"FR7300893","FR00","","",100
"FR7312001","FR23","FD di Biros et de Bonac","",96
"FR7312002","FR05","","",18
"FR7312002","FR05","Quiés calcaires de Tarascon et Grotte de la petite Caougno","",18
"FR7312004","FR20","","",100
"FR7312005","FR12","","",9
"FR7312007","FR16","","",16
"FR7312010","FR12","","",1
"FR7312012","FR17","Orlu","+",40
"FR7312012","FR23","FD des Hares","",50
"FR7312014","FR05","","",23
"FI1001004","FI03","","",65
"FI1001007","FI00","","",99
"FI1001009","FI00","","",39
"FI1001010","FI03","","",39
"FI1001013","FI00","","",17
"FI1002001","FI03","","",51
"FI1002001","FI13","","",0
"FI1002006","FI00","","",100
"FI1002012","FI03","","",83
"FI1002013","FI03","","",100
"FI1002014","FI00","","",28
"FI1002015","FI00","","",100
"FI1100002","FI03","","",100
"FI1100201","FI16","","",69
"FI1100202","FI00","","",62
"FI1100202","FI16","","",38
"FI1100207","FI00","","",100
"FI1100600","FI00","","",8
"FI1101002","FI00","","",85
"FI1101202","FI15","","",100
"FI1101401","FI03","","",83
"FI1101406","FI00","","",100
"FI1101600","FI00","","",3
"FI1101603","FI00","","",100
"FI1101612","FI00","","",100
"FI1101614","FI00","","",100
"FI1101617","FI00","","",50
"FI1101618","FI00","","",100
"FI1101619","FI00","","",100
"FI1101620","FI00","","",100
"FI1101627","FI00","","",100
"FI1101630","FI00","","",100
"FI1101635","FI00","","",90
"FI1101635","FI00","Hossa","",0
"FI1101635","FI03","","",10
"FI1101800","FI00","","",100
"FI1101803","FI00","","",100
"FI1102000","FI00","","",4
"FI1102601","FI00","","",3
"FI1102601","FI13","","",8
"FI1102608","FI14","","",90
"FI1102803","FI00","","",100
"FI1103000","FI00","","",5
"FI1103004","FI00","","",100
"FI1103600","FI00","","",100
"FI1103802","FI00","","",100
"FI1103804","FI00","","",40
"FI1103806","FI00","","",10
"FI1103809","FI00","","",100
"FI1103815","FI13","","",2
"FI1103818","FI00","","",100
"FI1103827","FI00","","",14
"FI1103827","FI14","","",1
"FI1104200","FI03","","",100
"FR5210103","IN00","Grande Brière","/",0
"FR5210115","IN00","","",90
"FR5212002","IN05","","",
"FR5212002","IN05","VAL DE LOIRE","+",
"FR5212003","IN05","","",
"FR5212004","FR05","","",4
"FR5212004","FR05","Tourbière de Logne","+",4
"FI1200624","FI00","","",100
"FI1200625","FI02","","",86
"FI1200704","FI03","","",100
"FI1200707","FI00","","",100
"FI1200710","FI00","","",100
"FI1200713","FI00","","",100
"FI1200714","FI00","","",100
"FI1200716","FI00","","",100
"FI1200718","FI03","","",14
"FI1200719","FI03","","",98
"FI1200721","FI03","","",30
"FI1200729","FI00","","",100
"FI1200731","FI00","","",100
"FI1200738","FI00","","",100
"FI1200739","FI00","","",100
"FI1200743","FI00","","",0
"FI1200764","FI00","","",36
"FI1200901","FI16","","",3
"FI1200921","FI00","","",100
"FI1200922","FI00","","",30
"FI1200922","FI03","","",70
"FI1201002","FI00","","",100
"FI1201012","FI00","","",100
"FI1202003","FI00","","",100
"FI1300118","FI11","","",100
"FI1300201","FI02","","",99
"FI1300202","FI00","","",1
"FI1300203","FI11","","",100
"FI1300206","FI00","","",5
"FI1300211","FI00","","",100
"FI1300302","FI00","","",27
"FI1300503","FI00","","",100
"FI1300505","FI00","","",100
"FI1300601","FI03","","",9
"FI1300602","FI03","","",100
"FI1300605","FI00","","",45
"FI1300607","FI03","","",100
"FI1300608","FI03","","",65
"FI1300701","FI00","","",12
"FI1300705","FI03","","",80
"FI1300904","FI00","","",70
"FI1300905","FI00","","",26
"FI1300907","FI00","","",97
"FI1300907","FI14","","",3
"FI1300908","FI02","","",99
"FI1301005","FI00","","",100
"FI1301104","FI14","","",34
"FI1301202","FI03","","",89
"FI1301205","FI00","","",100
"FI1301301","FI00","","",5
"FI1301301","FI03","","",95
"FI1301302","FI00","","",100
"FI1301313","FI00","","",30
"FI1301313","FI03","","",70
"FI1301317","FI00","","",100
"FI1301411","FI00","","",100
"FI1301505","FI00","","",5
"FI1301512","FI13","","",100
"FI1301603","FI00","","",15
"FR8201726","FR24","","",40
"FR8201727","FR03","Haut Rhône français","*",0
